fare_id,route_id,origin_id,destination_id,contains_id
1,10867,,,
1,1033,,,
1,1034,,,
1,1031,,,
1,1032,,,
1,1038,,,
1,1039,,,
1,1002,,,
1,1003,,,
1,1005,,,
1,1055,,,
1,10874,,,
1,1072,,,
1,1110,,,
1,1108,,,
1,1109,,,
1,1900,,,
1,1901,,,
1,1010,,,
1,1012,,,
1,10879,,,
1,10880,,,
1,10881,,,
1,10882,,,
1,10883,,,
1,10884,,,
1,10885,,,
1,10886,,,
1,10887,,,
1,10888,,,
1,10889,,,
1,1028,,,
1,10891,,,
1,1030,,,
1,1045,,,
1,10893,,,
1,10894,,,
1,10895,,,
1,10896,,,
1,10897,,,
1,10898,,,
1,10899,,,
1,10900,,,
1,10901,,,
1,10902,,,
1,10903,,,
1,10904,,,
2,10906,,,
2,10907,,,
2,10908,,,
1,10909,,,
1,10910,,,
1,10911,,,
1,10912,,,
1,10913,,,
2,1059,,,
2,1060,,,
2,10916,,,
1,10917,,,
1,10918,,,
1,10919,,,
1,1081,,,
1,1082,,,
1,10921,,,
1,10922,,,
1,10923,,,
1,10924,,,
1,1094,,,
1,1093,,,
1,1102,,,
1,1103,,,
1,1104,,,
1,1105,,,
1,1106,,,
1,1196,,,
1,1198,,,
1,1199,,,
1,1197,,,
1,10928,,,
1,10938,,,
1,10974,,,
1,1071,,,
1,10986,,,
1,11029,,,
1,11030,,,
